instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,weather_label,weekday_label,month_label,year_label,workingday_label,temp_c,atemp_c,hum_pct,wind_kmh
266,2011-09-23,4,0,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,258,2137,2395,Winter,Mist/Cloudy,Friday,Sep,2011,Working Day,20.630849,18.460249999999995,97.25,5.2505689
267,2011-09-24,4,0,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,Winter,Mist/Cloudy,Saturday,Sep,2011,Weekend/Holiday,20.513348999999998,21.251192000000003,86.25,5.2516811
268,2011-09-25,4,0,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,1544,3466,5010,Winter,Mist/Cloudy,Sunday,Sep,2011,Weekend/Holiday,21.805849000000002,21.794041999999997,84.5,3.3754064
269,2011-09-26,4,0,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,684,3946,4630,Winter,Mist/Cloudy,Monday,Sep,2011,Working Day,22.510849000000004,22.876771999999995,84.8333,7.4169
270,2011-09-27,4,0,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,477,3643,4120,Winter,Mist/Cloudy,Tuesday,Sep,2011,Working Day,21.923348999999998,21.91865,88.5417,7.917457
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,Winter,Mist/Cloudy,Wednesday,Sep,2011,Working Day,21.845,21.960427999999993,84.875,9.958143000000002
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,Winter,Clear,Thursday,Sep,2011,Working Day,20.983348999999997,21.917792,69.91669999999999,11.583161
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,Winter,Clear,Friday,Sep,2011,Working Day,18.515849,19.958714,64.75,13.833825
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,Winter,Mist/Cloudy,Saturday,Oct,2011,Weekend/Holiday,11.27,11.248957999999998,75.375,19.583832
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,Winter,Mist/Cloudy,Sunday,Oct,2011,Weekend/Holiday,8.763349000000002,6.790921999999998,79.1667,14.874870999999999
276,2011-10-03,4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,Winter,Mist/Cloudy,Monday,Oct,2011,Working Day,10.055848999999998,9.875036000000001,76.0833,5.5841686
277,2011-10-04,4,0,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,486,3970,4456,Winter,Clear,Tuesday,Oct,2011,Working Day,14.755849000000001,15.208628000000001,71.0,13.792218
278,2011-10-05,4,0,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,559,4267,4826,Winter,Clear,Wednesday,Oct,2011,Working Day,17.301650999999996,18.791108,64.79169999999999,11.87575
279,2011-10-06,4,0,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,639,4126,4765,Winter,Clear,Thursday,Oct,2011,Working Day,15.225849,15.70805,62.083299999999994,9.041917999999999
280,2011-10-07,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,Winter,Clear,Friday,Oct,2011,Working Day,16.009151,17.290664,68.41669999999999,1.5002439
281,2011-10-08,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,Winter,Clear,Saturday,Oct,2011,Weekend/Holiday,16.518349,17.873971999999995,70.125,3.0420814
282,2011-10-09,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,Winter,Clear,Sunday,Oct,2011,Weekend/Holiday,17.419151,18.582878,72.75,4.251150000000001
283,2011-10-10,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,Winter,Clear,Monday,Oct,2011,Weekend/Holiday,18.829151000000003,19.83305,73.375,2.8343814
284,2011-10-11,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,Winter,Mist/Cloudy,Tuesday,Oct,2011,Working Day,18.633349000000003,20.042336,80.875,9.583814
285,2011-10-12,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,Winter,Light Rain/Snow,Wednesday,Oct,2011,Working Day,17.536651,18.169322,90.625,16.62605
286,2011-10-13,4,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,290,2623,2913,Winter,Mist/Cloudy,Thursday,Oct,2011,Working Day,19.690849,20.419064,89.6667,9.499729
287,2011-10-14,4,0,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,529,3115,3644,Winter,Mist/Cloudy,Friday,Oct,2011,Working Day,17.889151000000002,18.958550000000002,71.625,15.000161
288,2011-10-15,4,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,Winter,Clear,Saturday,Oct,2011,Weekend/Holiday,15.813348999999999,16.91585,48.3333,17.291561
289,2011-10-16,4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,Winter,Clear,Sunday,Oct,2011,Weekend/Holiday,16.048348999999998,17.208163999999996,48.6667,18.875039
290,2011-10-17,4,0,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,713,3857,4570,Winter,Clear,Monday,Oct,2011,Working Day,17.105849,17.70785,57.958299999999994,11.750393
291,2011-10-18,4,0,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,637,4111,4748,Winter,Mist/Cloudy,Tuesday,Oct,2011,Working Day,17.0275,18.499586,70.1667,7.375829
292,2011-10-19,4,0,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,254,2170,2424,Winter,Light Rain/Snow,Wednesday,Oct,2011,Working Day,17.461733,17.913967999999997,89.52170000000001,16.303713
293,2011-10-20,4,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,471,3724,4195,Winter,Clear,Thursday,Oct,2011,Working Day,14.364151,14.790650000000003,63.625,28.292425
294,2011-10-21,4,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,676,3628,4304,Winter,Clear,Friday,Oct,2011,Working Day,12.092500000000001,11.957335999999998,57.4167,14.833532
295,2011-10-22,4,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,Winter,Clear,Saturday,Oct,2011,Weekend/Holiday,11.857499999999998,12.082472,62.916700000000006,6.2086689
296,2011-10-23,4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,Winter,Clear,Sunday,Oct,2011,Weekend/Holiday,11.818349000000001,11.873978000000001,74.125,6.6673375
297,2011-10-24,4,0,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,699,3488,4187,Winter,Clear,Monday,Oct,2011,Working Day,13.776651000000001,14.166422,77.2083,7.959064
298,2011-10-25,4,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,695,3992,4687,Winter,Clear,Tuesday,Oct,2011,Working Day,14.168349,14.582749999999997,62.291700000000006,11.166086
299,2011-10-26,4,0,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,404,3490,3894,Winter,Mist/Cloudy,Wednesday,Oct,2011,Working Day,14.755849000000001,15.207836,72.04169999999999,9.959014
300,2011-10-27,4,0,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,240,2419,2659,Winter,Mist/Cloudy,Thursday,Oct,2011,Working Day,14.09,14.165036,81.2917,13.250121
301,2011-10-28,4,0,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,456,3291,3747,Winter,Mist/Cloudy,Friday,Oct,2011,Working Day,7.549151,5.041591999999998,58.58330000000001,15.375093
302,2011-10-29,4,0,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,57,570,627,Winter,Light Rain/Snow,Saturday,Oct,2011,Weekend/Holiday,3.945848999999999,-0.9577419999999996,88.25,23.541857
303,2011-10-30,4,0,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Winter,Clear,Sunday,Oct,2011,Weekend/Holiday,7.000848999999999,5.207713999999999,62.375,11.833339
304,2011-10-31,4,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,362,3307,3669,Winter,Clear,Monday,Oct,2011,Working Day,7.98,7.5001580000000025,70.3333,7.12545
305,2011-11-01,4,0,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Winter,Clear,Tuesday,Nov,2011,Working Day,10.839151000000001,10.207808,68.375,9.083257
306,2011-11-02,4,0,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Winter,Clear,Wednesday,Nov,2011,Working Day,9.7425,9.748778000000001,71.875,5.5001439
307,2011-11-03,4,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Winter,Clear,Thursday,Nov,2011,Working Day,11.191651,10.790785999999997,70.20830000000001,9.166739
308,2011-11-04,4,0,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Winter,Mist/Cloudy,Friday,Nov,2011,Working Day,10.956651,10.623871999999999,62.25000000000001,18.209193
309,2011-11-05,4,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Winter,Clear,Saturday,Nov,2011,Weekend/Holiday,7.353349,5.374364,51.916700000000006,12.667154
310,2011-11-06,4,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Winter,Clear,Sunday,Nov,2011,Weekend/Holiday,8.371651,7.915628000000002,73.4583,6.1676314
311,2011-11-07,4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,373,3662,4035,Winter,Clear,Monday,Nov,2011,Working Day,10.565000000000001,10.457486,75.875,3.834075
312,2011-11-08,4,0,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Winter,Clear,Tuesday,Nov,2011,Working Day,11.191651,11.208236,72.16669999999999,4.6255125
313,2011-11-09,4,0,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,305,3804,4109,Winter,Clear,Wednesday,Nov,2011,Working Day,10.8,10.999214000000002,75.83330000000001,4.1671186
314,2011-11-10,4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,190,2743,2933,Winter,Mist/Cloudy,Thursday,Nov,2011,Working Day,9.86,8.665586000000001,81.3333,12.667489000000002
315,2011-11-11,4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,440,2928,3368,Winter,Clear,Friday,Nov,2011,Weekend/Holiday,7.235849,4.2499220000000015,44.625,21.083225
316,2011-11-12,4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,Winter,Clear,Saturday,Nov,2011,Weekend/Holiday,8.763349000000002,7.624171999999998,55.2917,14.208154
317,2011-11-13,4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,Winter,Clear,Sunday,Nov,2011,Weekend/Holiday,12.719151,12.4163,45.8333,18.875307
318,2011-11-14,4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,595,3891,4486,Winter,Clear,Monday,Nov,2011,Working Day,16.91,18.624392,58.7083,20.541932
319,2011-11-15,4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,449,3746,4195,Winter,Mist/Cloudy,Tuesday,Nov,2011,Working Day,16.91,17.500214,68.875,13.375411
320,2011-11-16,4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,145,1672,1817,Winter,Light Rain/Snow,Wednesday,Nov,2011,Working Day,13.463349000000001,13.831208,93.0,9.167543
321,2011-11-17,4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,139,2914,3053,Winter,Mist/Cloudy,Thursday,Nov,2011,Working Day,8.058349,5.332585999999999,57.5833,20.459254
322,2011-11-18,4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,245,3147,3392,Winter,Clear,Friday,Nov,2011,Working Day,4.885849,1.9995860000000008,41.0,11.291711
323,2011-11-19,4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,943,2720,3663,Winter,Clear,Saturday,Nov,2011,Weekend/Holiday,7.470848999999999,5.415878000000003,50.208299999999994,15.041232
324,2011-11-20,4,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,787,2733,3520,Winter,Mist/Cloudy,Sunday,Nov,2011,Weekend/Holiday,13.776651000000001,14.165828000000001,68.45830000000001,12.45865
325,2011-11-21,4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,220,2545,2765,Winter,Light Rain/Snow,Monday,Nov,2011,Working Day,13.032499999999999,13.374092000000001,91.0,9.249618
326,2011-11-22,4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,69,1538,1607,Winter,Light Rain/Snow,Tuesday,Nov,2011,Working Day,11.583349000000002,11.831936000000002,96.25,7.959064
327,2011-11-23,4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,112,2454,2566,Winter,Mist/Cloudy,Wednesday,Nov,2011,Working Day,12.719151,12.415441999999999,75.79169999999999,22.500275
328,2011-11-24,4,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,560,935,1495,Winter,Clear,Thursday,Nov,2011,Weekend/Holiday,9.546651,8.583086000000002,54.9167,11.209368000000001
329,2011-11-25,4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,Winter,Clear,Friday,Nov,2011,Working Day,9.625,9.124285999999998,64.375,6.6260186
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,Winter,Clear,Saturday,Nov,2011,Weekend/Holiday,9.664151,9.415742000000002,68.1667,4.5841936
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,Winter,Clear,Sunday,Nov,2011,Weekend/Holiday,13.580849,14.082799999999999,69.8333,13.999918
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,Winter,Clear,Monday,Nov,2011,Working Day,15.663466,16.348052000000003,74.3043,9.522174
333,2011-11-29,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,Winter,Mist/Cloudy,Tuesday,Nov,2011,Working Day,13.541650999999998,13.790750000000003,83.08330000000001,17.292164
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,Winter,Clear,Wednesday,Nov,2011,Working Day,7.275,4.540586000000001,61.3333,18.167586
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,Winter,Clear,Thursday,Dec,2011,Working Day,6.6875,4.166564000000001,52.4583,14.750586
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,Winter,Clear,Friday,Dec,2011,Working Day,6.765848999999999,5.874578,62.583299999999994,6.750518
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,Winter,Clear,Saturday,Dec,2011,Weekend/Holiday,6.060849000000001,4.499863999999999,61.291700000000006,6.4174811
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,Winter,Clear,Sunday,Dec,2011,Weekend/Holiday,7.549151,7.040600000000001,77.5833,5.6252061
339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,Winter,Mist/Cloudy,Monday,Dec,2011,Working Day,10.134151,9.99905,82.70830000000001,4.1679561000000005
340,2011-12-06,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594,Winter,Light Rain/Snow,Tuesday,Dec,2011,Working Day,13.7375,14.122399999999999,94.9583,15.583061
341,2011-12-07,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705,Winter,Light Rain/Snow,Wednesday,Dec,2011,Working Day,11.27,10.416235999999998,97.04169999999999,17.833725
342,2011-12-08,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322,Winter,Clear,Thursday,Dec,2011,Working Day,4.494150999999999,0.9579079999999998,57.99999999999999,16.083886
343,2011-12-09,4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,261,3359,3620,Winter,Clear,Friday,Dec,2011,Working Day,5.669151000000001,4.9577719999999985,69.58330000000001,5.5420189
344,2011-12-10,4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,Winter,Clear,Saturday,Dec,2011,Weekend/Holiday,4.925000000000001,1.5831920000000004,50.74999999999999,15.625807
345,2011-12-11,4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Winter,Clear,Sunday,Dec,2011,Weekend/Holiday,2.3791510000000002,0.708164,49.0,4.458293899999999
346,2011-12-12,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Winter,Clear,Monday,Dec,2011,Working Day,3.201651,1.8329360000000001,67.08330000000001,4.251150000000001
347,2011-12-13,4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Winter,Clear,Tuesday,Dec,2011,Working Day,5.277499999999998,3.875108000000001,59.0,9.41685
348,2011-12-14,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Winter,Mist/Cloudy,Wednesday,Dec,2011,Working Day,6.922499999999999,6.331892,66.375,4.0842061
349,2011-12-15,4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Winter,Mist/Cloudy,Thursday,Dec,2011,Working Day,11.857499999999998,11.207642,63.416700000000006,17.958814
350,2011-12-16,4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,178,3399,3577,Winter,Mist/Cloudy,Friday,Dec,2011,Working Day,9.625,7.748450000000002,50.0417,17.458525
351,2011-12-17,4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,275,2464,2739,Winter,Mist/Cloudy,Saturday,Dec,2011,Weekend/Holiday,4.1416509999999995,0.4584860000000006,56.0833,16.292189
352,2011-12-18,4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,220,2211,2431,Winter,Clear,Sunday,Dec,2011,Weekend/Holiday,3.201651,0.20821399999999812,58.62500000000001,11.375193000000001
353,2011-12-19,4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,260,3143,3403,Winter,Clear,Monday,Dec,2011,Working Day,5.003349,2.5415779999999977,63.74999999999999,11.584031999999999
354,2011-12-20,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,Winter,Mist/Cloudy,Tuesday,Dec,2011,Working Day,10.134151,10.165963999999999,59.5417,4.1252436
355,2011-12-21,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660,Spring,Mist/Cloudy,Wednesday,Dec,2011,Working Day,12.131651000000002,12.249122,85.83330000000001,14.8338
356,2011-12-22,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068,Spring,Mist/Cloudy,Thursday,Dec,2011,Working Day,11.896651000000002,12.123986000000002,75.75,3.1674249999999997
357,2011-12-23,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209,Spring,Clear,Friday,Dec,2011,Working Day,9.546651,8.915858,68.625,18.374482
358,2011-12-24,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011,Spring,Clear,Saturday,Dec,2011,Weekend/Holiday,6.217499999999999,3.7499719999999996,54.25,12.750368
359,2011-12-25,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754,Spring,Clear,Sunday,Dec,2011,Weekend/Holiday,4.914801000000001,2.4774260000000012,68.13040000000001,10.391097
360,2011-12-26,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317,Spring,Clear,Monday,Dec,2011,Weekend/Holiday,7.121732999999999,4.825310000000002,50.6957,16.044155
361,2011-12-27,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1059,1162,Spring,Mist/Cloudy,Tuesday,Dec,2011,Working Day,7.275,5.6237780000000015,76.25,12.62615
362,2011-12-28,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255,2047,2302,Spring,Clear,Wednesday,Dec,2011,Working Day,6.05911,2.4782839999999986,50.39130000000001,19.695386999999997
363,2011-12-29,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254,2169,2423,Spring,Clear,Thursday,Dec,2011,Working Day,3.6716510000000007,1.4168720000000015,57.4167,8.000604000000001
364,2011-12-30,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491,2508,2999,Spring,Clear,Friday,Dec,2011,Working Day,6.648349000000001,5.041591999999998,63.6667,9.000579
365,2011-12-31,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665,1820,2485,Spring,Clear,Saturday,Dec,2011,Weekend/Holiday,11.27,11.331986,61.583299999999994,14.750318
366,2012-01-01,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686,1608,2294,Spring,Clear,Sunday,Jan,2012,Weekend/Holiday,9.39,8.790986,69.25,12.875189
367,2012-01-02,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951,Spring,Clear,Monday,Jan,2012,Weekend/Holiday,4.833020999999999,0.6520639999999993,38.130399999999995,22.087555
368,2012-01-03,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89,2147,2236,Spring,Clear,Tuesday,Jan,2012,Working Day,-0.9500000000000002,-7.665850000000001,44.125,24.499957000000002
369,2012-01-04,1,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,95,2273,2368,Spring,Mist/Cloudy,Wednesday,Jan,2012,Working Day,-2.9475,-8.123758,41.4583,12.3749
370,2012-01-05,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140,3132,3272,Spring,Clear,Thursday,Jan,2012,Working Day,4.494150999999999,2.3751919999999984,52.416700000000006,8.709128999999999
371,2012-01-06,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098,Spring,Clear,Friday,Jan,2012,Working Day,7.705848999999999,6.457622000000001,54.2083,11.249836
372,2012-01-07,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,Spring,Clear,Saturday,Jan,2012,Weekend/Holiday,10.486650999999998,9.791414,53.1667,11.708786
373,2012-01-08,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599,2826,3425,Spring,Clear,Sunday,Jan,2012,Weekend/Holiday,7.862500000000001,6.457028000000001,46.5,12.833314
374,2012-01-09,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376,Spring,Mist/Cloudy,Monday,Jan,2012,Working Day,2.5358490000000007,0.33361400000000074,70.1667,6.6263000000000005
375,2012-01-10,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598,Spring,Clear,Tuesday,Jan,2012,Working Day,6.508712000000001,5.042515999999999,64.65220000000001,12.565984
376,2012-01-11,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92,2085,2177,Spring,Mist/Cloudy,Wednesday,Jan,2012,Working Day,4.885849,2.6661859999999997,84.75,8.791807
377,2012-01-12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269,3828,4097,Spring,Mist/Cloudy,Thursday,Jan,2012,Working Day,9.9775,9.207908,80.2917,12.124789
378,2012-01-13,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214,Spring,Clear,Friday,Jan,2012,Working Day,4.885849,0.4578920000000011,50.74999999999999,25.333236
379,2012-01-14,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333,2160,2493,Spring,Clear,Saturday,Jan,2012,Weekend/Holiday,0.4599999999999991,-3.916257999999999,45.75,12.541260999999999
380,2012-01-15,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311,Spring,Clear,Sunday,Jan,2012,Weekend/Holiday,-0.16665099999999988,-5.332750000000001,41.9167,16.834286
381,2012-01-16,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217,2081,2298,Spring,Clear,Monday,Jan,2012,Weekend/Holiday,0.9299999999999997,-3.4162420000000004,52.25,15.500986000000001
382,2012-01-17,1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127,2808,2935,Spring,Mist/Cloudy,Tuesday,Jan,2012,Working Day,9.533021000000002,8.042348,71.6087,23.39171
383,2012-01-18,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109,3267,3376,Spring,Clear,Wednesday,Jan,2012,Working Day,6.2566510000000015,2.1667640000000006,44.333299999999994,27.833743
384,2012-01-19,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130,3162,3292,Spring,Clear,Thursday,Jan,2012,Working Day,0.9299999999999997,-3.4574919999999985,49.75,14.750586
385,2012-01-20,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115,3048,3163,Spring,Mist/Cloudy,Friday,Jan,2012,Working Day,2.2225,-1.4167720000000017,45.0,13.58425
386,2012-01-21,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67,1234,1301,Spring,Mist/Cloudy,Saturday,Jan,2012,Weekend/Holiday,0.14665099999999853,-4.45825,83.125,14.917014
387,2012-01-22,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196,1781,1977,Spring,Mist/Cloudy,Sunday,Jan,2012,Weekend/Holiday,-0.3624999999999998,-5.291499999999999,79.625,13.375746000000001
388,2012-01-23,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145,2287,2432,Spring,Mist/Cloudy,Monday,Jan,2012,Working Day,2.2616510000000005,0.041827999999998866,91.125,7.417436
389,2012-01-24,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339,Spring,Clear,Tuesday,Jan,2012,Working Day,8.0975,7.041127999999997,83.58330000000001,8.292389
390,2012-01-25,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270,Spring,Clear,Wednesday,Jan,2012,Working Day,5.825849,3.4581860000000013,64.375,10.791756999999999
391,2012-01-26,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,Spring,Mist/Cloudy,Thursday,Jan,2012,Working Day,8.058349,7.499299999999998,76.95830000000001,4.9175186
392,2012-01-27,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Spring,Mist/Cloudy,Friday,Jan,2012,Working Day,11.974999999999998,11.415278,74.125,22.958689
393,2012-01-28,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Spring,Clear,Saturday,Jan,2012,Weekend/Holiday,6.844150999999998,5.541013999999997,54.333299999999994,14.125542999999999
394,2012-01-29,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Spring,Clear,Sunday,Jan,2012,Weekend/Holiday,5.277499999999998,1.9995860000000008,31.125000000000004,16.08335
395,2012-01-30,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Spring,Clear,Monday,Jan,2012,Working Day,4.650848999999999,1.3332499999999996,40.0833,14.458064
396,2012-01-31,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,Spring,Clear,Tuesday,Jan,2012,Working Day,10.330000000000002,9.166922,41.6667,17.541739
397,2012-02-01,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304,4275,4579,Spring,Clear,Wednesday,Feb,2012,Working Day,14.050849,14.791508,50.79169999999999,12.667489000000002
